Symbol,Name,MarketCap,Sector,Industry
RICK,"RCI Hospitality Holdings, Inc.",162108099.5,Consumer Services,Restaurants
RCMT,"RCM Technologies, Inc.",64046419,Technology,Professional Services
RDI,Reading International Inc,371258131.7,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc,409408237.1,Consumer Services,Movies/Entertainment
RGSE,"Real Goods Solar, Inc.",9374876.64,Basic Industries,Engineering & Construction
RELY,"Real Industry, Inc.",148274625.6,Consumer Non-Durables,Telecommunications Equipment
RNWK,"RealNetworks, Inc.",181758006.8,Technology,EDP Services
RP,"RealPage, Inc.",2850220458,Technology,Computer Software: Prepackaged Software
RETA,"Reata Pharmaceuticals, Inc.",0,Health Care,Major Pharmaceuticals
RCON,"Recon Technology, Ltd.",7726182.08,Energy,Oilfield Services/Equipment
REPH,"Recro Pharma, Inc.",144002638.1,Health Care,Major Pharmaceuticals
RRGB,"Red Robin Gourmet Burgers, Inc.",617805950.2,Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",2589101896,Consumer Services,Hotels/Resorts
RDHL,Redhill Biopharma Ltd.,96573512.96,Health Care,Major Pharmaceuticals
REGN,"Regeneron Pharmaceuticals, Inc.",40168538688,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,520241197.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLS,Regulus Therapeutics Inc.,58215635.5,Health Care,Major Pharmaceuticals
REIS,"Reis, Inc",216995116.8,Miscellaneous,Business Services
RELV,"Reliv&#39; International, Inc.",10076905.02,Health Care,Major Pharmaceuticals
MARK,"Remark Media, Inc.",67429594.2,Consumer Services,Telecommunications Equipment
RNST,Renasant Corporation,1827486193,Finance,Major Banks
REGI,"Renewable Energy Group, Inc.",350836058.3,Basic Industries,Major Chemicals
RNVA,"Rennova Health, Inc.",14438347.95,Health Care,Precision Instruments
RNVAZ,"Rennova Health, Inc.",0,Health Care,Precision Instruments
RCII,Rent-A-Center Inc.,479409545.3,Technology,Diversified Commercial Services
RTK,"Rentech, Inc.",19573627.69,Basic Industries,Agricultural Chemicals
RGEN,Repligen Corporation,1071547707,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RPRX,Repros Therapeutics Inc.,29747458.26,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RBCAA,"Republic Bancorp, Inc.",715776832.6,Finance,Major Banks
FRBK,"Republic First Bancorp, Inc.",458710832.7,Finance,Major Banks
REFR,Research Frontiers Incorporated,38710592.06,Miscellaneous,Multi-Sector Companies
RESN,Resonant Inc.,62833508.95,Technology,Semiconductors
RECN,"Resources Connection, Inc.",496382817.4,Miscellaneous,Business Services
ROIC,Retail Opportunity Investments Corp.,2339709375,Consumer Services,Real Estate Investment Trusts
SALE,"RetailMeNot, Inc.",418735616.3,Consumer Services,Advertising
RTRX,"Retrophin, Inc.",792756232.3,Health Care,Major Pharmaceuticals
RVNC,"Revance Therapeutics, Inc.",552924812.2,Health Care,Major Pharmaceuticals
RVEN,"Reven Housing REIT, Inc.",61313810.22,Consumer Services,Real Estate Investment Trusts
RVLT,"Revolution Lighting Technologies, Inc.",121532844.6,Consumer Durables,Building Products
RWLK,ReWalk Robotics Ltd,34337118.9,Health Care,Industrial Specialties
REXX,Rex Energy Corporation,61176321.88,Energy,Oil & Gas Production
RFIL,"RF Industries, Ltd.",13694998.65,Capital Goods,Electrical Products
RGCO,RGC Resources Inc.,142660168.2,Public Utilities,Oil & Gas Production
RIBT,RiceBran Technologies,8191446.44,Consumer Non-Durables,Packaged Foods
RIBTW,RiceBran Technologies,0,Consumer Non-Durables,Packaged Foods
RELL,"Richardson Electronics, Ltd.",76611853.3,Consumer Non-Durables,Electronic Components
RIGL,"Rigel Pharmaceuticals, Inc.",348740383.4,Health Care,Major Pharmaceuticals
NAME,"Rightside Group, Ltd.",164120226.4,Miscellaneous,Business Services
RNET,"RigNet, Inc.",314624694.2,Consumer Services,Telecommunications Equipment
RTTR,"Ritter Pharmaceuticals, Inc.",35787126.76,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,174684506.4,Finance,Savings Institutions
RLJE,"RLJ Entertainment, Inc.",11318583.6,Consumer Services,Movies/Entertainment
RMGN,RMG Networks Holding Corporation,41058495.47,Miscellaneous,Business Services
ROBO,ROBO Global Robotics and Automation Index ETF,145820000,n/a,n/a
FUEL,Rocket Fuel Inc.,147232909.1,Technology,"Computer Software: Programming, Data Processing"
RMTI,"Rockwell Medical, Inc.",309166266,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",77925277.5,Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",65217704.08,Consumer Non-Durables,Specialty Foods
ROKA,"Roka Bioscience, Inc.",21833755.12,Capital Goods,Biotechnology: Laboratory Analytical Instruments
RTNB,"root9B Holdings, Inc.",34695887.93,Consumer Services,Professional Services
ROSG,Rosetta Genomics Ltd.,9863675.36,Health Care,Major Pharmaceuticals
ROST,"Ross Stores, Inc.",26433658179,Consumer Services,Clothing/Shoe/Accessory Stores
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",124875249.8,Finance,Major Banks
TALL,Royal Bank Of Canada,0,Finance,Commercial Banks
RGLD,"Royal Gold, Inc.",4274740807,Basic Industries,Precious Metals
RPXC,RPX Corporation,545594392.8,Miscellaneous,Multi-Sector Companies
RTIX,"RTI Surgical, Inc.",218250000,Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",15024139.76,Technology,Semiconductors
RUSHA,"Rush Enterprises, Inc.",1358137711,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",1240772631,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",538913334.7,Consumer Services,Restaurants
RXII,RXi Pharmaceuticals Corporation,8940635.92,Health Care,Major Pharmaceuticals
RXIIW,RXi Pharmaceuticals Corporation,0,Health Care,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,8466733312,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",1262804042,Finance,Major Banks
SANW,S&W Seed Company,0,Consumer Non-Durables,Farming/Seeds/Milling
SCAC,Saban Capital Acquisition Corp.,256750000,Finance,Business Services
SCACU,Saban Capital Acquisition Corp.,0,n/a,n/a
SCACW,Saban Capital Acquisition Corp.,0,Finance,Business Services
SBRA,"Sabra Healthcare REIT, Inc.",1769892996,Consumer Services,Real Estate Investment Trusts
SBRAP,"Sabra Healthcare REIT, Inc.",147947500,Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,6138407461,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",49614054.03,Energy,Oil & Gas Production
SAFT,"Safety Insurance Group, Inc.",1086299382,Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",2491884235,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",1219845363,Transportation,Trucking Freight/Courier Services
SAJA,"Sajan, Inc.",18034400.08,Miscellaneous,Business Services
SALM,"Salem Media Group, Inc.",192384523.7,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",106324215.3,Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",2146473435,Consumer Non-Durables,Meat/Poultry/Fish
SASR,"Sandy Spring Bancorp, Inc.",1043521327,Finance,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",336656278.5,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,2934592460,Technology,Electrical Products
GCVRZ,Sanofi,0,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,691874323,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",1885028011,Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",87928224.12,Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",0,Finance,Major Banks
SBAC,SBA Communications Corporation,13913039920,Consumer Services,Real Estate Investment Trusts
SCSC,"ScanSource, Inc.",1032833058,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",4703578.7,Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",638629818.8,Consumer Durables,Industrial Specialties
SCHL,Scholastic Corporation,1550262525,Consumer Services,Books
SCLN,"SciClone Pharmaceuticals, Inc.",510535830,Health Care,Major Pharmaceuticals
SGMS,Scientific Games Corp,1970227058,Technology,EDP Services
SNI,"Scripps Networks Interactive, Inc",10159022974,Consumer Services,Television Services
SCYX,"SCYNEXIS, Inc.",64774628.1,Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",88017642.5,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,909441103,Finance,Major Banks
STX,Seagate Technology PLC,14451859751,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,32799395.25,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,0,Transportation,Marine Transportation
SRSC,Sears Canada Inc.,137524655.9,Consumer Services,Department/Specialty Retail Stores
SHLD,Sears Holdings Corporation,815593380.2,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,0,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",86321301.6,Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,76420023.24,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",9819239213,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",65482778.7,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SCWX,SecureWorks Corp.,838979949.6,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,108445798.4,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,8168916477,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",127633726.5,Finance,Major Banks
SCSS,Select Comfort Corporation,1049268500,Consumer Durables,Home Furnishings
SIR,Select Income REIT,2298296233,Consumer Services,Real Estate Investment Trusts
SELB,"Selecta Biosciences, Inc.",241929394,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",2671579757,Finance,Property-Casualty Insurers
LEDS,SemiLEDS Corporation,10629388.3,Technology,Semiconductors
SMTC,Semtech Corporation,2205397589,Technology,Semiconductors
SENEA,Seneca Foods Corp.,372793838.2,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,392311840.2,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",86092981,Basic Industries,Agricultural Chemicals
SNH,Senior Housing Properties Trust,4874412709,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,0,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,0,Consumer Services,Real Estate Investment Trusts
SNMX,"Senomyx, Inc.",50404799.2,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRTS,"Sensus Healthcare, Inc.",62312386.6,Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",0,Health Care,Medical/Dental Instruments
SQBG,"Sequential Brands Group, Inc.",214288776.7,Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",387415228.8,Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",326872043,Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",2192701278,Finance,Major Banks
SEV,"Sevcon, Inc.",81198293.6,Energy,Industrial Machinery/Components
SVBI,Severn Bancorp Inc,86546309.85,Finance,Major Banks
SGOC,"SGOCO Group, Ltd",25816802,Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Sharps Compliance Corp,76257307.89,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",44717841.25,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co,1313378624,Public Utilities,Telecommunications Equipment
SHLO,"Shiloh Industries, Inc.",291803737.7,Capital Goods,Industrial Specialties
TYHT,"Shineco, Inc.",80350155.04,Consumer Non-Durables,Farming/Seeds/Milling
SHPG,Shire plc,15176599563,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",467376922.3,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,215301549,Finance,Major Banks
SHOR,"ShoreTel, Inc.",426219381.3,Public Utilities,Telecommunications Equipment
SFLY,"Shutterfly, Inc.",1562059088,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",180709539.2,Finance,Savings Institutions
SIEB,Siebert Financial Corp.,58314886.08,Finance,Investment Bankers/Brokers/Service
SIEN,"Sientra, Inc.",173484417.8,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,386571087.3,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",45246709.31,Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",917566848,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,22211088.38,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",221256108.5,Technology,Semiconductors
SGLB,"Sigma Labs, Inc.",10968261.5,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",0,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",16956592.65,Technology,Electrical Products
SBNY,Signature Bank,8859953981,Finance,Major Banks
SBNYW,Signature Bank,0,Finance,Major Banks
SLGN,Silgan Holdings Inc.,3325089943,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,283797728.7,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",2888370039,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,1441660586,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",294710457.6,Technology,Semiconductors
SSRI,Silver Standard Resources Inc.,1256222519,Basic Industries,Precious Metals
SAMG,Silvercrest Asset Management Group Inc.,177931875,Finance,Investment Managers
SFNC,Simmons First National Corporation,1868375904,Finance,Major Banks
SLP,"Simulations Plus, Inc.",170584900.2,Technology,EDP Services
SINA,Sina Corporation,4907103261,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",3731033079,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",23850394.7,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",331196185,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,24070893684,Consumer Services,Broadcasting
SITO,"SITO Mobile, Ltd.",41155283.53,Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",27500760.54,Public Utilities,Electric Utilities: Central
SKLN,Skyline Medical Inc.,13702308.76,Health Care,Industrial Specialties
SPU,"SkyPeople Fruit Juice, Inc.",20427282.7,Consumer Non-Durables,Packaged Foods
SKYW,"SkyWest, Inc.",1861261743,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",17552450352,Technology,Semiconductors
SLM,SLM Corporation,5129903746,Finance,Finance: Consumer Services
SLMAP,SLM Corporation,169125000,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,258000000,Finance,Finance: Consumer Services
SND,"Smart Sand, Inc.",664975570,n/a,n/a
SMBK,"SmartFinancial, Inc.",170449457.4,Finance,Major Banks
SMSI,"Smith Micro Software, Inc.",15405520,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,23279353.8,Technology,Electrical Products
LNCE,"Snyder&#39;s-Lance, Inc.",3834258270,Consumer Non-Durables,Specialty Foods
SRAX,"Social Reality, Inc.",18580279.2,Technology,Advertising
SCKT,"Socket Mobile, Inc.",26331627.45,Technology,Computer Manufacturing
SODA,SodaStream International Ltd.,1025660086,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Inc.,1582029619,Technology,EDP Services
SLRC,Solar Capital Ltd.,934537373,n/a,n/a
SUNS,Solar Senior Capital Ltd.,278699443.8,n/a,n/a
SEDG,"SolarEdge Technologies, Inc.",596292616.3,Technology,Semiconductors
SNGX,"Soligenix, Inc.",11415713.4,Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",0,Health Care,Major Pharmaceuticals
SONC,Sonic Corp.,1105835392,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",21949622.31,Technology,Radio And Television Broadcasting And Communications Equipment
SNOA,"Sonoma Pharmaceuticals, Inc.",28560451.8,Health Care,Major Pharmaceuticals
SNOAW,"Sonoma Pharmaceuticals, Inc.",0,Health Care,Major Pharmaceuticals
SONS,"Sonus Networks, Inc.",287536417.3,Technology,EDP Services
SPHS,"Sophiris Bio, Inc.",78279874.4,n/a,n/a
SORL,"SORL Auto Parts, Inc.",61968796.41,Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",254412930,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,104199067.5,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,0,Consumer Services,Real Estate Investment Trusts
SOHOM,Sotherly Hotels LP,0,Consumer Services,Hotels/Resorts
SFBC,"Sound Financial Bancorp, Inc.",74234774.14,Finance,Savings Institutions
SSB,South State Corporation,2680458308,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",218160000,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",256504911.6,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",209217749.6,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",1005107915,Finance,Major Banks
OKSB,"Southwest Bancorp, Inc.",513554992.5,Finance,Major Banks
SP,SP Plus Corporation,755652606.8,Consumer Services,Rental/Leasing Companies
SPAN,"Span-America Medical Systems, Inc.",58879990.5,Health Care,Industrial Specialties
SGRP,"SPAR Group, Inc.",22494980.15,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",464852167.8,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",1966971093,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",230366100,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,1260118717,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,11877755,n/a,n/a
SPPI,"Spectrum Pharmaceuticals, Inc.",516376356.9,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,20361741.14,Technology,EDP Services
SPEX,Spherix Incorporated,5453466.558,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",70639385.76,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",3648482315,Transportation,Air Freight/Delivery Services
SPLK,Splunk Inc.,8501860581,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",372771451.8,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",196017259.4,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",104520241.8,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",179532140,n/a,n/a
SFM,"Sprouts Farmers Market, Inc.",2471505692,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",919508388,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",7142249489,Technology,Computer Software: Prepackaged Software
STAA,STAAR Surgical Company,422334567.2,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",7157347.178,Technology,Professional Services
STMP,Stamps.com Inc.,2147749906,Miscellaneous,Business Services
STLY,"Stanley Furniture Company, Inc.",11491500.98,Consumer Durables,Home Furnishings
SPLS,"Staples, Inc.",5848411210,Consumer Services,Other Specialty Stores
SBLK,Star Bulk Carriers Corp.,668101891.6,Transportation,Marine Transportation
SBLKL,Star Bulk Carriers Corp.,0,Transportation,Marine Transportation
SBUX,Starbucks Corporation,83217540000,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,1135394314,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,1054526686,Finance,Major Banks
SNC,"State National Companies, Inc.",589038382,Finance,Property-Casualty Insurers
STDY,SteadyMed Ltd.,69482399.7,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",187006705.6,Transportation,Marine Transportation
STLD,"Steel Dynamics, Inc.",8763367213,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",166954153,Consumer Services,Clothing/Shoe/Accessory Stores
STLR,Stellar Acquisition III Inc.,90101770,Finance,Business Services
STLRU,Stellar Acquisition III Inc.,0,Finance,Business Services
STLRW,Stellar Acquisition III Inc.,0,Finance,Business Services
SBOT,"Stellar Biotechnologies, Inc.",19664340.52,Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",208196841.6,Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",6868789421,Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",0,Basic Industries,Environmental Services
STRL,Sterling Construction Company Inc,230527328.1,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",2218660852,Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,52953436.44,Finance,Major Banks
SYBT,"Stock Yards Bancorp, Inc.",1005325650,Finance,Major Banks
BANX,StoneCastle Financial Corp,130431537.9,n/a,n/a
SGBK,Stonegate Bank,674439413,n/a,n/a
SSKN,"Strata Skin Sciences, Inc.",6574231.96,Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",1017810000,Technology,Computer peripheral equipment
STRT,Strattec Security Corporation,115016472.5,Capital Goods,Auto Parts:O.E.M.
STRS,"Stratus Properties, Inc.",236870595,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",877716849.7,Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",22243240.92,Technology,EDP Services
SBBP,Strongbridge Biopharma plc,134273098.8,Health Care,Major Pharmaceuticals
STB,Student Transportation Inc,513394174.4,Transportation,Other Transportation
SCMP,"Sucampo Pharmaceuticals, Inc.",543169113.6,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",33682042.94,Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",255754625.4,Finance,Major Banks
SSBI,Summit State Bank,78980432,n/a,n/a
SMMT,Summit Therapeutics plc,59949444.33,Health Care,Major Pharmaceuticals
SNBC,"Sun Bancorp, Inc.",486314058.2,Finance,Commercial Banks
SNHY,Sun Hydraulics Corporation,954881944.5,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,2692036.5,Energy,Oil & Gas Production
SNSS,"Sunesis Pharmaceuticals, Inc.",86020120.4,Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",591736706.7,Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,1127238736,Technology,Semiconductors
RUN,Sunrun Inc.,561647394.8,Capital Goods,Industrial Specialties
SBCP,"Sunshine Bancorp, Inc.",154051367.5,Finance,Savings Institutions
SSH,Sunshine Heart Inc,106103.9,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SUNW,"Sunworks, Inc.",39622449.9,Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",1219471374,Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",41456593.8,Technology,Semiconductors
SCON,Superconductor Technologies Inc.,4320915.32,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Uniform Group, Inc.",261389551.4,Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",1440985708,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",39424589.61,Technology,EDP Services
SGRY,"Surgery Partners, Inc.",1015943811,Health Care,Hospital/Nursing Management
SCAI,"Surgical Care Affiliates, Inc.",2305576315,Health Care,Medical Specialities
SRDX,"Surmodics, Inc.",329009844.8,Health Care,Medical/Dental Instruments
SBBX,Sussex Bancorp,117120484,Finance,Major Banks
SIVB,SVB Financial Group,10145091776,Finance,Major Banks
SIVBO,SVB Financial Group,0,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",1194612326,Technology,EDP Services
SYMC,Symantec Corporation,18082342717,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",93193713.8,Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,89678371.95,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,1799016414,Technology,EDP Services
SNCR,"Synchronoss Technologies, Inc.",1187223324,Technology,EDP Services
SNDX,"Syndax Pharmaceuticals, Inc.",222140925.6,Health Care,Major Pharmaceuticals
SGYP,"Synergy Pharmaceuticals, Inc.",1025735560,Health Care,Major Pharmaceuticals
ELOS,Syneron Medical Ltd.,360993724,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNPS,"Synopsys, Inc.",10671474039,Technology,Computer Software: Prepackaged Software
SYNT,"Syntel, Inc.",1481017342,Technology,EDP Services
SYMX,"Synthesis Energy Systems, Inc.",73456043.6,Basic Industries,Major Chemicals
SYUT,"Synutra International, Inc.",325969800,Consumer Non-Durables,Packaged Foods
SYPR,"Sypris Solutions, Inc.",18903424.88,Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",257185159,Health Care,Major Pharmaceuticals
TROW,"T. Rowe Price Group, Inc.",17357945043,Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",182587806,Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",225094999.7,Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",320181076.1,Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,6492661.293,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",5878473820,Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,241514572.5,Technology,Computer Software: Prepackaged Software
TNDM,"Tandem Diabetes Care, Inc.",75073576.2,Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",72741993.6,Consumer Non-Durables,Apparel
TNGO,"Tangoe, Inc.",241710926.6,Technology,Computer Software: Prepackaged Software
TANH,Tantech Holdings Ltd.,39807737,Basic Industries,Major Chemicals
TPIV,TapImmune Inc.,37203208.44,Health Care,Major Pharmaceuticals
TEDU,"Tarena International, Inc.",493347394.5,Consumer Services,Other Consumer Services
TASR,"TASER International, Inc.",1192549135,Capital Goods,Ordnance And Accessories
TATT,TAT Technologies Ltd.,71510396.4,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",49072908.57,Capital Goods,Industrial Machinery/Components
TCPC,TCP Capital Corp.,911259842,n/a,n/a
AMTD,TD Ameritrade Holding Corporation,20943444317,Finance,Investment Bankers/Brokers/Service
TEAR,TearLab Corporation,22512835.8,Health Care,Medical/Dental Instruments
TECD,Tech Data Corporation,3516365636,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,4691686.35,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",245535163.3,Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,344091341.3,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,71127497.04,Capital Goods,Industrial Machinery/Components
TNAV,"Telenav, Inc.",361589301.8,Capital Goods,Industrial Machinery/Components
TTEC,"TeleTech Holdings, Inc.",1454823593,Technology,Professional Services
TLGT,"Teligent, Inc.",363906983,Health Care,Major Pharmaceuticals
